venue,address,country,latitude,longitude,humandate,humantime,startdate,enddate,instructor,helper,carpentry,curriculum,title,slug,flavor,eventbrite
"Netherlands eScience Center (in person, Amsterdam)","Science Park 402, 1098 XH Amsterdam",NA,52.3566292,4.9568662,"October 10 - 11, 2022","09:30 - 17:00 CEST",2022-10-09T22:00:00Z,2022-10-10T22:00:00Z,"Leon Oostrum, Hanno Spreeuw","Ole Mussmann, Barbara Vreede, Sven van der Burg",ds,ds-parallel,Parallel Programming in Python,2022-10-10-ds-parallel,NA,NA
